Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Phu Ly,2023-12-03 17:37:43.000000 ,20.29,73,1.83,1018,20.28,338,100,10000,Mây u ám,Nắng
Hai Ha,2023-12-03 17:37:43.000000 ,18.21,96,0.63,1018,18.59,47,100,10000,Mây u ám,Nắng
Ha Dong,2023-12-03 17:37:43.000000 ,18.01,73,1.59,1018,17.77,338,100,10000,Mây u ám,Nắng
Hau Duong,2023-12-03 17:37:43.000000 ,18.02,88,3.6,1019,18.18,40,100,10000,Mây u ám,Nắng
Yen Lap,2023-12-03 17:37:43.000000 ,18.43,86,0.49,1018,18.57,98,100,10000,Mây u ám,Nắng
Thanh Ba,2023-12-03 17:37:43.000000 ,18.53,85,0.38,1018,18.66,109,100,10000,Mây u ám,Nắng
Doan Hung,2023-12-03 17:37:43.000000 ,18.69,84,0.43,1018,18.81,110,100,10000,Mây u ám,Nắng
Son Duong,2023-12-03 17:37:43.000000 ,18.22,85,0.51,1018,18.32,86,100,10000,Mây u ám,Nắng
Ho Chi Minh City,2023-12-04 13:35:05.000000 ,34.01,49,0.51,1010,38.08,0,40,10000,Mây rải rác,Nắng
Hanoi,2023-12-04 13:35:42.000000 ,20.0,74,2.33,1016,19.99,18,100,10000,Mây u ám,Nắng
Turan,2023-12-04 13:33:51.000000 ,26.99,78,3.6,1013,29.53,60,75,10000,Mây rải rác,Nắng
Haiphong,2023-12-04 13:37:11.000000 ,22.95,73,2.06,1016,23.21,40,100,7000,Mây u ám,Nắng
Bien Hoa,2023-12-04 13:37:11.000000 ,33.99,56,0.1,1008,40.54,113,100,10000,Mây u ám,Nắng
Can Tho,2023-12-04 13:37:11.000000 ,30.99,70,2.57,1010,37.57,50,40,10000,Mây rải rác,Nắng
Thu Dau Mot,2023-12-04 13:37:12.000000 ,34.03,49,0.51,1010,38.12,0,40,10000,Mây rải rác,Nắng
Di An,2023-12-04 13:37:12.000000 ,33.82,49,0.51,1010,37.68,0,40,10000,Mây rải rác,Nắng
Hue,2023-12-04 13:35:06.000000 ,26.06,94,3.6,1013,26.06,50,75,6000,Mây rải rác,Nắng
Vung Tau,2023-12-04 13:37:12.000000 ,27.76,73,3.74,1009,30.58,126,100,10000,Mưa nhẹ,Mưa
Thu Dau Mot,2023-12-04 13:37:12.000000 ,34.03,49,0.51,1010,38.12,0,40,10000,Mây rải rác,Nắng
Nha Trang,2023-12-04 13:37:13.000000 ,30.0,72,3.46,1011,35.53,42,100,10000,Mây u ám,Nắng
Ha Long,2023-12-04 13:37:13.000000 ,22.77,73,1.22,1015,23.01,58,100,10000,Mây u ám,Nắng
Qui Nhon,2023-12-04 13:37:13.000000 ,26.78,81,3.8,1011,29.34,27,95,10000,Mây u ám,Nắng
Thanh Hoa,2023-12-04 13:37:13.000000 ,22.44,75,2.75,1015,22.7,29,100,10000,Mây u ám,Nắng
Thai Nguyen,2023-12-04 13:37:13.000000 ,19.88,80,1.61,1016,20.01,24,100,10000,Mây u ám,Nắng
Buon Ma Thuot,2023-12-04 13:37:14.000000 ,29.46,54,3.81,1010,30.86,77,100,10000,Mây u ám,Nắng
Long Xuyen,2023-12-04 13:37:14.000000 ,30.97,59,1.98,1009,34.54,70,93,10000,Mây u ám,Nắng
Phu Khuong,2023-12-04 13:37:14.000000 ,32.46,53,1.64,1008,36.04,69,100,10000,Mây u ám,Nắng
Vinh,2023-12-04 13:37:14.000000 ,21.81,90,2.87,1015,22.4,348,100,10000,Mây u ám,Nắng
Rach Gia,2023-12-04 13:37:15.000000 ,29.62,67,2.03,1009,33.49,54,81,10000,Mây rải rác,Nắng
Da Lat,2023-12-04 13:37:15.000000 ,22.51,68,0.97,1011,22.59,91,100,10000,Mây u ám,Nắng
Bac Ninh,2023-12-04 13:37:15.000000 ,20.05,72,3.08,1016,19.99,23,100,10000,Mây u ám,Nắng
Hai Duong,2023-12-04 13:37:15.000000 ,23.0,68,2.63,1015,23.13,2,100,10000,Mây u ám,Nắng
Phan Thiet,2023-12-04 13:37:15.000000 ,29.53,67,5.14,1009,33.29,106,100,10000,Mây u ám,Nắng
Pleiku,2023-12-04 13:37:15.000000 ,28.31,53,3.61,1010,29.11,80,85,10000,Mây u ám,Nắng
Nam Dinh,2023-12-04 13:33:08.000000 ,21.79,72,2.57,1015,21.9,9,100,10000,Mây u ám,Nắng
Ca Mau,2023-12-04 13:37:16.000000 ,30.15,65,4.43,1009,34.21,83,81,10000,Mây rải rác,Nắng
Viet Tri,2023-12-04 13:37:16.000000 ,19.97,81,0.61,1016,20.14,63,100,10000,Mây u ám,Nắng
Soc Trang,2023-12-04 13:37:16.000000 ,29.98,67,4.05,1009,34.29,81,90,10000,Mây u ám,Nắng
Quang Ngai,2023-12-04 13:37:16.000000 ,26.9,83,3.15,1012,29.79,36,82,10000,Mây rải rác,Nắng
Thai Binh,2023-12-04 13:37:16.000000 ,21.91,73,2.53,1015,22.06,22,100,10000,Mây u ám,Nắng
My Tho,2023-12-04 13:37:17.000000 ,31.44,62,1.2,1009,36.36,80,56,10000,Mây rải rác,Nắng
Tuy Hoa,2023-12-04 13:37:17.000000 ,26.99,79,3.49,1011,29.63,22,100,10000,Mây u ám,Nắng
Bac Lieu,2023-12-04 13:37:17.000000 ,29.02,71,6.13,1009,32.96,88,92,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-12-04 13:34:03.000000 ,22.99,69,0.92,1015,23.15,320,100,10000,Mây u ám,Nắng
Bac Giang,2023-12-04 13:37:17.000000 ,20.04,71,3.48,1016,19.95,34,100,10000,Mây u ám,Nắng
Tay Ninh,2023-12-04 13:37:18.000000 ,32.6,53,1.56,1008,36.33,68,100,10000,Mây u ám,Nắng
Ninh Binh,2023-12-04 13:37:18.000000 ,21.9,72,2.74,1015,22.03,16,100,10000,Mây u ám,Nắng
Tan An,2023-12-04 13:37:18.000000 ,34.01,58,1.11,1009,41.01,77,70,10000,Mưa nhẹ,Mưa
Kon Tum,2023-12-04 13:37:18.000000 ,29.61,54,2.51,1010,31.09,76,90,10000,Mây u ám,Nắng
Tam Ky,2023-12-04 13:37:19.000000 ,26.2,85,3.59,1012,26.2,33,77,10000,Mây rải rác,Nắng
Vinh Long,2023-12-04 13:37:19.000000 ,30.99,64,2.16,1009,35.86,70,56,10000,Mây rải rác,Nắng
Lao Cai,2023-12-04 13:37:19.000000 ,20.83,87,0.6,1016,21.24,144,100,10000,Mây u ám,Nắng
Lagi,2023-12-04 13:37:19.000000 ,28.47,71,4.23,1009,31.76,106,100,10000,Mây u ám,Nắng
Rach Gia,2023-12-04 13:37:15.000000 ,29.62,67,2.03,1009,33.49,54,81,10000,Mây rải rác,Nắng
Con Son,2023-12-04 13:37:20.000000 ,26.77,86,7.72,1009,29.74,55,100,10000,Mưa vừa,Mưa
Cho Dok,2023-12-04 13:37:20.000000 ,32.2,54,1.9,1009,35.78,24,83,10000,Mây rải rác,Nắng
Loc Ninh,2023-12-04 13:37:20.000000 ,33.49,46,1.63,1008,36.11,187,100,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-12-04 13:37:20.000000 ,30.38,60,6.34,1009,33.57,54,94,10000,Mây u ám,Nắng
Kwang Binh,2023-12-04 13:37:20.000000 ,24.07,86,5.0,1013,24.78,328,83,10000,Mây rải rác,Nắng
Dien Bien Phu,2023-12-04 13:37:21.000000 ,27.39,60,0.79,1012,28.59,308,98,10000,Mây u ám,Nắng
Turan,2023-12-04 13:33:51.000000 ,26.99,78,3.6,1013,29.53,60,75,10000,Mây rải rác,Nắng
Don Luan,2023-12-04 13:37:21.000000 ,33.86,60,1.85,1008,40.86,253,100,10000,Mây u ám,Nắng
Loc Ninh,2023-12-04 13:37:20.000000 ,33.49,46,1.63,1008,36.11,187,100,10000,Mây u ám,Nắng
Song Cau,2023-12-04 13:37:21.000000 ,27.17,77,3.84,1011,29.82,27,100,10000,Mây u ám,Nắng
Bim Son,2023-12-04 13:37:21.000000 ,22.21,73,3.05,1015,22.39,27,100,10000,Mây u ám,Nắng
Cu Chi,2023-12-04 13:37:22.000000 ,34.01,55,1.76,1008,40.21,51,99,10000,Mây u ám,Nắng
Uyen Hung,2023-12-04 13:37:22.000000 ,33.78,57,0.18,1008,40.39,238,100,10000,Mây u ám,Nắng
Ben Tre,2023-12-04 13:37:22.000000 ,31.29,62,1.59,1009,36.01,85,67,10000,Mây rải rác,Nắng
Sa Dec,2023-12-04 13:37:22.000000 ,30.99,62,2.26,1009,35.33,74,88,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-12-04 13:37:22.000000 ,29.34,70,3.15,1011,33.48,43,96,10000,Mây u ám,Nắng
Song Cau,2023-12-04 13:37:21.000000 ,27.17,77,3.84,1011,29.82,27,100,10000,Mây u ám,Nắng
Ngo Chau,2023-12-04 13:37:23.000000 ,27.65,73,2.84,1011,30.36,32,100,10000,Mây u ám,Nắng
Hoi An,2023-12-04 13:35:05.000000 ,26.98,86,4.36,1012,30.27,18,92,10000,Mây u ám,Nắng
Dong Ha,2023-12-04 13:37:23.000000 ,24.79,89,3.83,1013,25.65,1,99,10000,Mây u ám,Nắng
Bim Son,2023-12-04 13:37:21.000000 ,22.21,73,3.05,1015,22.39,27,100,10000,Mây u ám,Nắng
Phu Ly,2023-12-04 13:37:23.000000 ,21.12,73,2.42,1015,21.19,358,100,10000,Mây u ám,Nắng
Hai Ha,2023-12-04 13:37:24.000000 ,20.38,86,1.0,1016,20.72,50,100,10000,Mây u ám,Nắng
Ha Dong,2023-12-04 13:37:24.000000 ,20.01,75,2.07,1016,20.02,15,100,10000,Mây u ám,Nắng
Hau Duong,2023-12-04 13:37:24.000000 ,20.02,77,3.09,1018,20.09,360,100,10000,Mây u ám,Nắng
Yen Lap,2023-12-04 13:37:24.000000 ,18.95,86,0.41,1016,19.15,79,100,10000,Mây u ám,Nắng
Thanh Ba,2023-12-04 13:37:24.000000 ,19.24,83,0.33,1016,19.39,101,100,10000,Mây u ám,Nắng
Doan Hung,2023-12-04 13:37:25.000000 ,19.59,82,0.56,1016,19.75,100,100,10000,Mây u ám,Nắng
Son Duong,2023-12-04 13:37:25.000000 ,19.1,83,0.8,1016,19.23,79,100,10000,Mây u ám,Nắng
Ho Chi Minh City,2023-12-05 20:06:32.000000 ,30.01,74,2.06,1011,36.07,130,40,10000,Mây rải rác,Nắng
Hanoi,2023-12-05 20:01:34.000000 ,19.0,77,1.27,1014,18.97,84,100,10000,Mây u ám,Nắng
Turan,2023-12-05 20:06:32.000000 ,25.99,78,1.54,1015,25.99,90,40,10000,Mây rải rác,Nắng
Haiphong,2023-12-05 20:06:32.000000 ,20.95,78,2.06,1015,21.14,150,75,10000,Mây rải rác,Nắng
Bien Hoa,2023-12-05 20:06:32.000000 ,29.99,86,2.41,1011,36.99,144,34,10000,Mây rải rác,Nắng
Can Tho,2023-12-05 20:06:32.000000 ,27.99,78,2.57,1011,31.77,110,20,10000,Mây ít,Nắng
Thu Dau Mot,2023-12-05 20:06:33.000000 ,30.03,74,2.06,1011,36.12,130,40,10000,Mây rải rác,Nắng
Di An,2023-12-05 20:06:33.000000 ,29.82,74,2.06,1011,35.56,130,40,10000,Mây rải rác,Nắng
Hue,2023-12-05 20:06:33.000000 ,24.06,94,2.57,1014,24.98,300,75,10000,Mây rải rác,Nắng
Vung Tau,2023-12-05 20:06:34.000000 ,26.52,82,7.14,1011,26.52,84,29,10000,Mây rải rác,Nắng
Thu Dau Mot,2023-12-05 20:06:33.000000 ,30.03,74,2.06,1011,36.12,130,40,10000,Mây rải rác,Nắng
Nha Trang,2023-12-05 20:06:34.000000 ,26.0,88,1.97,1013,26.0,356,22,10000,Mây ít,Nắng
Ha Long,2023-12-05 20:06:34.000000 ,20.77,86,1.63,1015,21.15,99,92,10000,Mây u ám,Nắng
Qui Nhon,2023-12-05 20:06:35.000000 ,24.74,89,3.11,1014,25.59,346,17,10000,Mây ít,Nắng
Thanh Hoa,2023-12-05 20:06:35.000000 ,20.97,92,1.01,1014,21.52,143,100,10000,Mây u ám,Nắng
Thai Nguyen,2023-12-05 20:06:35.000000 ,18.88,81,0.63,1015,18.94,11,100,10000,Mây u ám,Nắng
Buon Ma Thuot,2023-12-05 20:06:36.000000 ,22.37,82,3.23,1013,22.8,81,6,10000,Không xác định,Nắng
Long Xuyen,2023-12-05 20:06:36.000000 ,27.97,77,3.76,1011,31.58,133,92,10000,Mây u ám,Nắng
Phu Khuong,2023-12-05 20:06:36.000000 ,27.36,75,2.13,1011,30.0,186,63,10000,Mây rải rác,Nắng
Vinh,2023-12-05 20:06:37.000000 ,21.55,94,0.29,1014,22.22,160,100,10000,Mây u ám,Nắng
Rach Gia,2023-12-05 20:06:37.000000 ,26.31,80,4.47,1011,26.31,116,100,10000,Mây u ám,Nắng
Da Lat,2023-12-05 20:06:37.000000 ,15.51,99,1.25,1016,15.7,51,26,10000,Mây rải rác,Nắng
Bac Ninh,2023-12-05 20:06:38.000000 ,19.05,74,0.84,1015,18.94,43,100,10000,Mây u ám,Nắng
Hai Duong,2023-12-05 20:06:38.000000 ,21.0,78,2.82,1015,21.19,137,100,10000,Mây u ám,Nắng
Phan Thiet,2023-12-05 20:06:38.000000 ,25.27,86,4.15,1011,26.1,64,70,10000,Mây rải rác,Nắng
Pleiku,2023-12-05 20:02:03.000000 ,19.69,94,2.28,1014,20.17,78,94,10000,Mây u ám,Nắng
Nam Dinh,2023-12-05 20:06:38.000000 ,21.55,82,2.44,1015,21.9,120,100,10000,Mây u ám,Nắng
Ca Mau,2023-12-05 20:06:38.000000 ,25.25,85,3.02,1011,26.05,81,100,10000,Mây u ám,Nắng
Viet Tri,2023-12-05 20:06:39.000000 ,18.97,82,1.34,1014,19.06,81,99,10000,Mây u ám,Nắng
Soc Trang,2023-12-05 20:06:39.000000 ,25.2,85,3.86,1011,26.0,83,100,10000,Mây u ám,Nắng
Quang Ngai,2023-12-05 20:06:39.000000 ,24.04,92,1.06,1014,24.9,55,65,10000,Mây rải rác,Nắng
Thai Binh,2023-12-05 20:06:39.000000 ,21.49,81,2.65,1015,21.81,115,86,10000,Mây u ám,Nắng
My Tho,2023-12-05 20:06:40.000000 ,25.37,83,3.22,1011,26.13,111,66,10000,Mây rải rác,Nắng
Tuy Hoa,2023-12-05 20:06:40.000000 ,24.21,91,1.92,1014,25.06,6,34,10000,Mây rải rác,Nắng
Bac Lieu,2023-12-05 20:06:41.000000 ,25.74,85,4.83,1011,26.59,77,100,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-12-05 20:06:41.000000 ,20.99,87,1.47,1015,21.42,121,100,10000,Mây u ám,Nắng
Bac Giang,2023-12-05 20:06:41.000000 ,19.04,73,0.43,1015,18.91,35,100,10000,Mây u ám,Nắng
Tay Ninh,2023-12-05 20:06:42.000000 ,27.67,74,1.93,1011,30.52,192,66,10000,Mây rải rác,Nắng
Ninh Binh,2023-12-05 20:06:42.000000 ,21.16,86,1.62,1015,21.58,114,100,10000,Mây u ám,Nắng
Tan An,2023-12-05 20:06:42.000000 ,30.01,84,3.3,1011,37.01,125,68,10000,Mây rải rác,Nắng
Kon Tum,2023-12-05 20:06:42.000000 ,20.88,92,1.39,1014,21.43,84,11,10000,Mây ít,Nắng
Tam Ky,2023-12-05 20:06:42.000000 ,24.61,89,2.06,1014,25.45,97,81,10000,Mây rải rác,Nắng
Vinh Long,2023-12-05 20:06:43.000000 ,27.99,84,3.31,1011,32.71,114,100,10000,Mây u ám,Nắng
Lao Cai,2023-12-05 20:06:43.000000 ,20.03,94,0.34,1015,20.54,201,76,10000,Mây rải rác,Nắng
Lagi,2023-12-05 20:06:43.000000 ,25.6,85,5.78,1011,26.43,71,76,10000,Mây rải rác,Nắng
Rach Gia,2023-12-05 20:06:44.000000 ,26.31,80,4.47,1011,26.31,116,100,10000,Mây u ám,Nắng
Con Son,2023-12-05 20:06:44.000000 ,26.31,89,8.21,1011,26.31,73,100,10000,Mây u ám,Nắng
Cho Dok,2023-12-05 20:06:44.000000 ,28.33,72,2.26,1011,31.62,149,100,10000,Mây u ám,Nắng
Loc Ninh,2023-12-05 20:06:44.000000 ,26.04,77,0.65,1011,26.04,255,86,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-12-05 20:06:44.000000 ,24.37,88,3.11,1012,25.16,15,40,10000,Mây rải rác,Nắng
Kwang Binh,2023-12-05 20:06:45.000000 ,23.11,93,0.86,1015,23.9,282,100,10000,Mây u ám,Nắng
Dien Bien Phu,2023-12-05 20:06:45.000000 ,20.4,99,0.34,1014,21.08,107,78,10000,Mây rải rác,Nắng
Turan,2023-12-05 20:06:45.000000 ,25.99,78,1.54,1015,25.99,90,40,10000,Mây rải rác,Nắng
Don Luan,2023-12-05 20:06:45.000000 ,24.33,91,1.32,1011,25.19,138,63,10000,Mây rải rác,Nắng
Loc Ninh,2023-12-05 20:06:44.000000 ,26.04,77,0.65,1011,26.04,255,86,10000,Mây u ám,Nắng
Song Cau,2023-12-05 20:06:46.000000 ,24.44,92,3.36,1014,25.34,357,35,10000,Mưa nhẹ,Mưa
Bim Son,2023-12-05 20:06:46.000000 ,21.25,88,1.41,1015,21.73,112,100,10000,Mây u ám,Nắng
Cu Chi,2023-12-05 20:06:46.000000 ,30.01,85,2.88,1011,37.01,149,71,10000,Mưa nhẹ,Mưa
Uyen Hung,2023-12-05 20:06:46.000000 ,29.78,87,2.43,1011,36.78,155,17,10000,Mây ít,Nắng
Ben Tre,2023-12-05 20:06:46.000000 ,25.52,83,3.36,1011,26.29,100,76,10000,Mây rải rác,Nắng
Sa Dec,2023-12-05 20:06:47.000000 ,27.99,82,3.55,1011,32.39,123,83,10000,Mây rải rác,Nắng
Ap Van Tu Tay,2023-12-05 20:06:47.000000 ,25.34,92,1.6,1014,26.33,354,29,10000,Mây rải rác,Nắng
Song Cau,2023-12-05 20:06:47.000000 ,24.44,92,3.36,1014,25.34,357,35,10000,Mưa nhẹ,Mưa
Ngo Chau,2023-12-05 20:06:48.000000 ,23.2,95,2.05,1014,24.06,355,30,10000,Mây rải rác,Nắng
Hoi An,2023-12-05 20:05:08.000000 ,25.98,87,2.58,1014,25.98,99,63,10000,Mây rải rác,Nắng
Dong Ha,2023-12-05 20:06:48.000000 ,23.9,93,1.63,1014,24.77,90,100,10000,Mây u ám,Nắng
Bim Son,2023-12-05 20:06:46.000000 ,21.25,88,1.41,1015,21.73,112,100,10000,Mây u ám,Nắng
Phu Ly,2023-12-05 20:06:48.000000 ,21.83,82,2.33,1015,22.21,140,100,10000,Mây u ám,Nắng
Hai Ha,2023-12-05 20:06:48.000000 ,20.36,93,0.96,1015,20.88,156,99,10000,Mây u ám,Nắng
Ha Dong,2023-12-05 20:06:49.000000 ,19.01,78,1.33,1014,19.0,96,100,10000,Mây u ám,Nắng
Hau Duong,2023-12-05 20:06:49.000000 ,19.02,88,1.03,1015,19.28,0,100,6000,Mây u ám,Nắng
Yen Lap,2023-12-05 20:06:49.000000 ,19.66,86,0.6,1015,19.93,94,99,10000,Mây u ám,Nắng
Thanh Ba,2023-12-05 20:06:49.000000 ,19.47,82,1.14,1015,19.61,119,100,10000,Mây u ám,Nắng
Doan Hung,2023-12-05 20:06:49.000000 ,19.93,82,1.11,1015,20.12,130,100,10000,Mây u ám,Nắng
Son Duong,2023-12-05 20:06:50.000000 ,19.0,85,0.71,1015,19.18,97,100,10000,Mây u ám,Nắng
Ho Chi Minh City,2023-12-06 20:21:08.000000 ,29.01,79,2.57,1012,34.55,170,0,10000,Không xác định,Nắng
Hanoi,2023-12-06 20:18:58.000000 ,20.0,80,2.72,1021,20.14,323,100,10000,Mây u ám,Nắng
Turan,2023-12-06 20:15:36.000000 ,24.99,83,1.03,1017,25.71,290,40,10000,Mây rải rác,Nắng
Haiphong,2023-12-06 20:24:24.000000 ,20.95,64,2.06,1020,20.77,30,0,10000,Không xác định,Nắng
Bien Hoa,2023-12-06 20:20:08.000000 ,28.99,86,2.73,1011,35.99,165,50,10000,Mây rải rác,Nắng
Can Tho,2023-12-06 20:18:27.000000 ,27.99,83,2.57,1012,32.54,100,75,8000,Mây rải rác,Nắng
Thu Dau Mot,2023-12-06 20:21:05.000000 ,29.03,79,2.57,1012,34.61,170,0,10000,Không xác định,Nắng
Di An,2023-12-06 20:25:10.000000 ,28.82,79,2.57,1012,34.04,170,0,10000,Không xác định,Nắng
Hue,2023-12-06 20:12:28.000000 ,25.06,88,1.03,1016,25.92,80,75,10000,Mây rải rác,Nắng
Vung Tau,2023-12-06 20:20:39.000000 ,26.49,83,8.05,1011,26.49,94,23,10000,Mây ít,Nắng
Thu Dau Mot,2023-12-06 20:21:05.000000 ,29.03,79,2.57,1012,34.61,170,0,10000,Không xác định,Nắng
Nha Trang,2023-12-06 20:20:14.000000 ,27.0,90,3.59,1014,30.74,5,99,10000,Mây u ám,Nắng
Ha Long,2023-12-06 20:22:20.000000 ,20.77,65,2.82,1020,20.6,4,100,10000,Mây u ám,Nắng
Qui Nhon,2023-12-06 20:25:11.000000 ,24.92,87,5.26,1015,25.74,15,71,10000,Mây rải rác,Nắng
Thanh Hoa,2023-12-06 20:24:13.000000 ,19.78,74,3.08,1020,19.75,5,100,10000,Mây u ám,Nắng
Thai Nguyen,2023-12-06 20:23:29.000000 ,19.88,70,1.51,1021,19.75,350,100,10000,Mây u ám,Nắng
Buon Ma Thuot,2023-12-06 20:25:12.000000 ,22.3,84,4.43,1014,22.78,76,97,10000,Mây u ám,Nắng
Long Xuyen,2023-12-06 20:20:44.000000 ,27.97,81,4.04,1011,32.18,158,100,10000,Mây u ám,Nắng
Phu Khuong,2023-12-06 20:25:12.000000 ,26.3,83,2.57,1011,26.3,177,100,10000,Mây u ám,Nắng
Vinh,2023-12-06 20:17:40.000000 ,19.26,86,3.55,1020,19.49,327,100,10000,Mây u ám,Nắng
Rach Gia,2023-12-06 20:25:12.000000 ,26.37,84,4.81,1012,26.37,147,96,10000,Mây u ám,Nắng
Da Lat,2023-12-06 20:20:14.000000 ,16.09,97,1.65,1016,16.29,53,96,10000,Mây u ám,Nắng
Bac Ninh,2023-12-06 20:24:35.000000 ,20.05,63,3.0,1021,19.76,348,100,10000,Mây u ám,Nắng
Hai Duong,2023-12-06 20:20:09.000000 ,21.0,56,4.08,1020,20.62,358,100,10000,Mây u ám,Nắng
Phan Thiet,2023-12-06 20:24:26.000000 ,25.19,88,4.56,1011,26.06,68,17,10000,Mây ít,Nắng
Pleiku,2023-12-06 20:20:44.000000 ,19.66,94,3.05,1015,20.14,71,100,10000,Mây u ám,Nắng
Nam Dinh,2023-12-06 20:25:13.000000 ,20.88,62,4.97,1020,20.64,5,100,10000,Mây u ám,Nắng
Ca Mau,2023-12-06 20:21:41.000000 ,24.74,89,2.96,1012,25.59,80,82,10000,Mây rải rác,Nắng
Viet Tri,2023-12-06 20:20:02.000000 ,19.97,88,1.75,1021,20.32,305,100,10000,Mây u ám,Nắng
Soc Trang,2023-12-06 20:20:56.000000 ,25.36,83,3.89,1012,26.12,98,77,10000,Mây rải rác,Nắng
Quang Ngai,2023-12-06 20:25:14.000000 ,23.84,91,2.12,1016,24.66,10,83,10000,Mây rải rác,Nắng
Thai Binh,2023-12-06 20:21:39.000000 ,20.83,61,4.9,1020,20.56,5,100,10000,Mây u ám,Nắng
My Tho,2023-12-06 20:25:04.000000 ,24.98,89,3.15,1012,25.86,129,11,10000,Mây ít,Nắng
Tuy Hoa,2023-12-06 20:21:27.000000 ,24.65,89,3.34,1015,25.49,27,100,10000,Mây u ám,Nắng
Bac Lieu,2023-12-06 20:20:14.000000 ,26.0,83,5.14,1012,26.0,85,80,10000,Mây rải rác,Nắng
Thanh Pho Uong Bi,2023-12-06 20:17:27.000000 ,20.99,70,1.84,1020,20.97,348,100,10000,Mây u ám,Nắng
Bac Giang,2023-12-06 20:22:03.000000 ,20.04,56,3.11,1021,19.56,359,100,10000,Mây u ám,Nắng
Tay Ninh,2023-12-06 20:24:45.000000 ,26.49,83,2.46,1011,26.49,177,100,10000,Mây u ám,Nắng
Ninh Binh,2023-12-06 20:20:41.000000 ,20.53,67,3.82,1020,20.39,3,100,10000,Mây u ám,Nắng
Tan An,2023-12-06 20:24:43.000000 ,29.01,90,3.6,1011,36.01,142,15,10000,Mây ít,Nắng
Kon Tum,2023-12-06 20:25:15.000000 ,20.89,91,1.6,1015,21.41,71,97,10000,Mây u ám,Nắng
Tam Ky,2023-12-06 20:25:15.000000 ,24.03,89,1.74,1016,24.81,40,44,8547,Mây rải rác,Nắng
Vinh Long,2023-12-06 20:20:59.000000 ,27.99,91,3.24,1011,33.89,137,17,10000,Mây ít,Nắng
Lao Cai,2023-12-06 20:20:52.000000 ,19.21,75,0.27,1022,19.14,110,100,10000,Mây u ám,Nắng
Lagi,2023-12-06 20:25:15.000000 ,25.43,88,5.72,1011,26.33,70,14,10000,Mây ít,Nắng
Rach Gia,2023-12-06 20:25:12.000000 ,26.37,84,4.81,1012,26.37,147,96,10000,Mây u ám,Nắng
Con Son,2023-12-06 20:25:15.000000 ,26.6,87,8.49,1011,26.6,65,100,10000,Mây u ám,Nắng
Cho Dok,2023-12-06 20:25:16.000000 ,28.06,69,1.93,1011,30.65,191,41,10000,Mây rải rác,Nắng
Loc Ninh,2023-12-06 20:21:40.000000 ,24.53,91,0.55,1011,25.41,133,100,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-12-06 20:25:16.000000 ,24.43,88,3.59,1013,25.23,18,100,10000,Mây u ám,Nắng
Kwang Binh,2023-12-06 20:21:27.000000 ,22.53,94,8.63,1018,23.29,7,100,5329,Mây u ám,Nắng
Dien Bien Phu,2023-12-06 20:25:16.000000 ,19.7,98,1.56,1018,20.28,80,100,10000,Mây u ám,Nắng
Turan,2023-12-06 20:24:12.000000 ,24.99,83,1.03,1017,25.71,290,40,10000,Mây rải rác,Nắng
Don Luan,2023-12-06 20:25:17.000000 ,24.77,92,0.81,1011,25.7,134,100,10000,Mây u ám,Nắng
Loc Ninh,2023-12-06 20:21:40.000000 ,24.53,91,0.55,1011,25.41,133,100,10000,Mây u ám,Nắng
Song Cau,2023-12-06 20:25:17.000000 ,24.6,89,4.34,1015,25.44,16,100,10000,Mây u ám,Nắng
Bim Son,2023-12-06 20:25:17.000000 ,20.43,71,4.38,1020,20.38,7,100,10000,Mây u ám,Nắng
Cu Chi,2023-12-06 20:21:59.000000 ,29.01,88,3.49,1011,36.01,174,86,10000,Mây u ám,Nắng
Uyen Hung,2023-12-06 20:25:17.000000 ,28.78,87,2.89,1011,35.63,175,70,10000,Mây rải rác,Nắng
Ben Tre,2023-12-06 20:20:40.000000 ,25.18,87,3.14,1012,26.03,116,11,10000,Mây ít,Nắng
Sa Dec,2023-12-06 20:25:18.000000 ,27.99,88,3.88,1011,33.37,147,69,10000,Mây rải rác,Nắng
Ap Van Tu Tay,2023-12-06 20:22:07.000000 ,26.34,93,2.63,1014,26.34,3,93,10000,Mây u ám,Nắng
Song Cau,2023-12-06 20:25:17.000000 ,24.6,89,4.34,1015,25.44,16,100,10000,Mây u ám,Nắng
Ngo Chau,2023-12-06 20:25:18.000000 ,23.24,94,2.44,1015,24.07,7,100,10000,Mây u ám,Nắng
Hoi An,2023-12-06 20:23:29.000000 ,24.98,86,2.51,1016,25.78,36,68,10000,Mây rải rác,Nắng
Dong Ha,2023-12-06 20:25:18.000000 ,23.13,92,1.72,1016,23.9,37,62,10000,Mưa nhẹ,Nắng
